prompt,actual_ans,gen_ans,prompt_ppl,accuracy
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Greg is a rhino. Lily is a swan. Julius is a frog. Lily is yellow. Julius is white. Bernhard is a frog. Brian is a swan. Brian is yellow. Greg is yellow.
question: What color is Bernhard?
answer:",white,green,2.935338020324707,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Brian is a rhino. Julius is a frog. Brian is green. Bernhard is a rhino. Julius is yellow. Greg is a frog. Lily is a rhino. Bernhard is yellow. Lily is yellow.
question: What color is Greg?
answer:",yellow,green,2.6840646266937256,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a rhino. Julius is a lion. Brian is a frog. Brian is yellow. Lily is a frog. Bernhard is yellow. Julius is white. Lily is yellow. Greg is a rhino.
question: What color is Greg?
answer:",yellow,white,2.676774024963379,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Lily is a frog. Julius is a rhino. Julius is gray. Brian is a swan. Brian is gray. Greg is a rhino. Bernhard is a swan. Greg is white. Lily is white.
question: What color is Bernhard?
answer:",gray,white,2.641467809677124,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a swan. Julius is a swan. Lily is a rhino. Julius is gray. Lily is green. Bernhard is gray. Greg is a swan. Brian is a swan. Brian is green.
question: What color is Greg?
answer:",green,green,3.017399787902832,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a frog. Lily is a lion. Brian is a lion. Brian is green. Bernhard is yellow. Lily is green. Julius is a frog. Greg is a rhino. Greg is yellow.
question: What color is Julius?
answer:",yellow,green,2.756373643875122,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Greg is a frog. Lily is a rhino. Lily is yellow. Julius is a swan. Greg is white. Brian is a rhino. Brian is yellow. Julius is green. Bernhard is a swan.
question: What color is Bernhard?
answer:",green,green,2.875612735748291,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Lily is a frog. Julius is a rhino. Lily is yellow. Greg is a frog. Brian is a lion. Greg is yellow. Bernhard is a lion. Julius is white. Bernhard is gray.
question: What color is Brian?
answer:",gray,white,2.992387056350708,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Lily is a rhino. Brian is a rhino. Bernhard is a rhino. Lily is gray. Greg is a frog. Bernhard is gray. Julius is a frog. Brian is gray. Julius is yellow.
question: What color is Greg?
answer:",yellow,gray,3.151272773742676,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Greg is a frog. Greg is white. Bernhard is a rhino. Bernhard is white. Lily is a swan. Brian is a frog. Julius is a rhino. Lily is yellow. Julius is yellow.
question: What color is Brian?
answer:",white,white,3.085817337036133,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a lion. Julius is a frog. Greg is a swan. Lily is a frog. Lily is green. Brian is a lion. Greg is yellow. Julius is green. Bernhard is yellow.
question: What color is Brian?
answer:",yellow,yellow,3.2645626068115234,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Lily is a frog. Bernhard is a lion. Brian is a frog. Julius is a frog. Greg is a frog. Brian is white. Greg is white. Bernhard is gray. Lily is white.
question: What color is Julius?
answer:",white,gray,2.8635406494140625,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Lily is a swan. Brian is a frog. Brian is yellow. Bernhard is a frog. Bernhard is yellow. Lily is green. Julius is a rhino. Julius is gray. Greg is a rhino.
question: What color is Greg?
answer:",gray,gray,2.546734571456909,0.56
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a rhino. Brian is a lion. Greg is a lion. Bernhard is green. Lily is a frog. Julius is a frog. Julius is white. Greg is gray. Brian is gray.
question: What color is Lily?
answer:",white,white,2.6580779552459717,0.56
