prompt,actual_ans,gen_ans,prompt_ppl,accuracy
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Fred moved to the park yesterday. This morning Julie journeyed to the bedroom. Julie went back to the park this afternoon. Julie moved to the park yesterday.
question: Where was Julie before the park?
answer:",bedroom,bedroom,3.2573184967041016,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Fred moved to the park yesterday. This morning Julie journeyed to the bedroom. Julie went back to the park this afternoon. Julie moved to the park yesterday. Bill journeyed to the park this morning. Bill went to the bedroom yesterday.
question: Where was Bill before the park?
answer:",bedroom,bedroom,3.103832960128784,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Fred moved to the park yesterday. This morning Julie journeyed to the bedroom. Julie went back to the park this afternoon. Julie moved to the park yesterday. Bill journeyed to the park this morning. Bill went to the bedroom yesterday. Mary journeyed to the school yesterday. Julie journeyed to the school this evening.
question: Where was Julie before the park?
answer:",bedroom,bedroom,3.4713921546936035,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Fred moved to the park yesterday. This morning Julie journeyed to the bedroom. Julie went back to the park this afternoon. Julie moved to the park yesterday. Bill journeyed to the park this morning. Bill went to the bedroom yesterday. Mary journeyed to the school yesterday. Julie journeyed to the school this evening. Bill went to the bedroom this afternoon. This morning Fred moved to the kitchen.
question: Where was Bill before the bedroom?
answer:",park,park,3.166003942489624,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Fred moved to the park yesterday. This morning Julie journeyed to the bedroom. Julie went back to the park this afternoon. Julie moved to the park yesterday. Bill journeyed to the park this morning. Bill went to the bedroom yesterday. Mary journeyed to the school yesterday. Julie journeyed to the school this evening. Bill went to the bedroom this afternoon. This morning Fred moved to the kitchen. This morning Mary travelled to the kitchen. Fred moved to the bedroom this afternoon.
question: Where was Fred before the bedroom?
answer:",kitchen,kitchen,3.0030722618103027,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Mary journeyed to the kitchen. This morning Fred went back to the cinema. Yesterday Julie journeyed to the cinema. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the cinema?
answer:",bedroom,bedroom,3.4497525691986084,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Mary journeyed to the kitchen. This morning Fred went back to the cinema. Yesterday Julie journeyed to the cinema. Fred journeyed to the bedroom yesterday. Julie went back to the bedroom this morning. Fred journeyed to the school this afternoon.
question: Where was Julie before the bedroom?
answer:",cinema,cinema,3.287334442138672,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Mary journeyed to the kitchen. This morning Fred went back to the cinema. Yesterday Julie journeyed to the cinema. Fred journeyed to the bedroom yesterday. Julie went back to the bedroom this morning. Fred journeyed to the school this afternoon. Mary travelled to the bedroom this morning. This afternoon Julie went back to the park.
question: Where was Fred before the school?
answer:",cinema,bedroom,2.993454694747925,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Mary journeyed to the kitchen. This morning Fred went back to the cinema. Yesterday Julie journeyed to the cinema. Fred journeyed to the bedroom yesterday. Julie went back to the bedroom this morning. Fred journeyed to the school this afternoon. Mary travelled to the bedroom this morning. This afternoon Julie went back to the park. Mary went back to the kitchen this afternoon. This evening Julie moved to the kitchen.
question: Where was Mary before the kitchen?
answer:",bedroom,bedroom,3.5619232654571533,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Mary journeyed to the kitchen. This morning Fred went back to the cinema. Yesterday Julie journeyed to the cinema. Fred journeyed to the bedroom yesterday. Julie went back to the bedroom this morning. Fred journeyed to the school this afternoon. Mary travelled to the bedroom this morning. This afternoon Julie went back to the park. Mary went back to the kitchen this afternoon. This evening Julie moved to the kitchen. Yesterday Bill went to the cinema. Mary went back to the cinema this evening.
question: Where was Julie before the kitchen?
answer:",park,bedroom,3.061903953552246,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Julie went to the bedroom. Yesterday Bill travelled to the kitchen. This morning Julie went back to the kitchen. Yesterday Mary went to the park. Fred went back to the bedroom yesterday. Fred went to the cinema this morning.
question: Where was Fred before the cinema?
answer:",bedroom,bedroom,3.7886829376220703,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Julie went to the bedroom. Yesterday Bill travelled to the kitchen. This morning Julie went back to the kitchen. Yesterday Mary went to the park. Fred went back to the bedroom yesterday. Fred went to the cinema this morning. Fred went to the office this evening. Fred travelled to the bedroom this afternoon.
question: Where was Fred before the bedroom?
answer:",cinema,office,3.4331228733062744,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Julie went to the bedroom. Yesterday Bill travelled to the kitchen. This morning Julie went back to the kitchen. Yesterday Mary went to the park. Fred went back to the bedroom yesterday. Fred went to the cinema this morning. Fred went to the office this evening. Fred travelled to the bedroom this afternoon. This afternoon Julie moved to the bedroom. Mary journeyed to the school this morning.
question: Where was Fred before the bedroom?
answer:",cinema,office,3.6427054405212402,0.78
"context: Bill went back to the cinema yesterday. Julie went to the school this morning. Fred went to the park yesterday. Yesterday Julie went to the office.
question: Where was Julie before the school?
answer: office
###
context: Fred moved to the kitchen yesterday. Mary went back to the school yesterday. Mary travelled to the park this morning. Yesterday Julie travelled to the office.
question: Where was Mary before the park?
answer: school
###
context: Yesterday Fred went back to the office. Fred travelled to the kitchen this morning. Mary travelled to the kitchen yesterday. This morning Mary moved to the office.
question: Where was Mary before the office?
answer: kitchen
###
context: This morning Fred moved to the school. Julie went back to the cinema yesterday. Mary travelled to the bedroom yesterday. Fred journeyed to the bedroom yesterday.
question: Where was Fred before the school?
answer: bedroom
###
context: This morning Julie travelled to the office. Yesterday Julie went to the park. This morning Mary travelled to the kitchen. Yesterday Mary travelled to the park.
question: Where was Julie before the office?
answer: park
###
context: Yesterday Julie went to the bedroom. Yesterday Bill travelled to the kitchen. This morning Julie went back to the kitchen. Yesterday Mary went to the park. Fred went back to the bedroom yesterday. Fred went to the cinema this morning. Fred went to the office this evening. Fred travelled to the bedroom this afternoon. This afternoon Julie moved to the bedroom. Mary journeyed to the school this morning. This evening Mary journeyed to the bedroom. This afternoon Mary went to the kitchen.
question: Where was Mary before the bedroom?
answer:",kitchen,school,3.354801893234253,0.78
